,crop_points,entry_num,file,first_black_pixel,sf,text,is_header,relative_fbp,cq
281,"[8787, 8899]",61,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_61.png,484.880888548,0.983531214094,"DISPLAY

",True,436.687859058,True
282,"[9037, 9155]",62,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_62.png,54.0942167752,0.983531214094,"Joyce Card & Display Co 387 Charles St

",False,1.96706242819,False
283,"[9289, 9405]",63,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_63.png,349.153581003,0.983531214094,"*AIR CONDITIONING

",True,297.026426656,False
284,"[9427, 9542]",64,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_64.png,487.831482191,0.983531214094,"CONTRACTORS

",True,435.704327844,True
285,"[9681, 9781]",65,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_65.png,63.9295289161,0.983531214094,"HEVAC ENGINEERING CORP 185 Front

",False,9.83531214094,True
286,"[9803, 9915]",66,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_66.png,270.471083876,0.983531214094,"St (Pawtucket; 02861), Tel 723-5950

",False,216.376867101,False
287,"[9921, 10023]",67,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_67.png,63.9295289161,0.983531214094,"MUTUAL ENGINEERING SERVICE CO

",False,9.83531214094,True
288,"[10043, 10153]",68,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_68.png,274.405208732,0.983531214094,"INC 304 Lockwood St (02907), Tel

",False,220.310991957,True
289,"[10173, 10266]",69,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_69.png,273.421677518,0.983531214094,"351-3900

",False,219.327460743,False
290,"[10422, 10537]",70,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_70.png,352.104174646,0.983531214094,"AIR CONDITIONING

",True,298.009957871,False
291,"[10561, 10699]",71,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_71.png,496.683263118,0.983531214094,"EQUIPMENT AND

",True,432.753734201,True
292,"[10698, 10817]",72,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_72.png,496.683263118,0.983531214094,"SUPPLIES-SALES AND

",True,432.753734201,True
293,"[10841, 10955]",73,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_73.png,498.650325546,0.983531214094,"SERVICE

",True,434.72079663,True
294,"[11097, 11221]",74,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_74.png,75.7319034853,0.983531214094,"Acme Heating & Air Conditioning Supply Co

",False,11.8023745691,False
295,"[11229, 11323]",75,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_75.png,50.1600919188,0.983531214094,"Inc 663 Charles St

",False,-13.7694369973,False
296,"[11345, 11466]",76,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_76.png,78.6824971275,0.983531214094,"Lutz Engineering Co Inc 343 Broad St

",False,28.5224052087,False
297,"[125, 241]",1,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_1.png,293.484105707,0.968594408273,"AIR FREIGHT AND EXPRESS

",True,,False
298,"[381, 497]",2,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_2.png,14.5289161241,0.968594408273,"Moran Air Cargo 17 Exchange St Rm 200

",False,-278.955189583,False
299,"[633, 747]",3,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_3.png,295.421294523,0.968594408273,"AIR LIN E COMPANIES

",True,280.892378399,False
300,"[888, 1000]",4,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_4.png,14.5289161241,0.968594408273,"American Airlines Howard Bldg

",False,0.0,False
301,"[1139, 1255]",5,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_5.png,295.421294523,0.968594408273,"AIRCRAFT CHARTER AND

",True,280.892378399,False
302,"[1275, 1389]",6,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_6.png,438.773266948,0.968594408273,"RENTAL SERVICE

",True,424.244350823,True
303,"[1529, 1643]",7,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_7.png,14.5289161241,0.968594408273,"De Hauilland Aircraft Leasing Co 32

",False,0.0,True
304,"[1652, 1748]",8,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_8.png,121.074301034,0.968594408273,"Westminster St Rm 600

",False,106.54538491,False
305,"[1907, 2017]",9,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_9.png,298.327077748,0.968594408273,"ALLOYS

",True,283.798161624,False
306,"[2155, 2271]",10,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_10.png,14.5289161241,0.968594408273,"Acme Alloy Co 23 Bassett St

",False,0.0,False
307,"[2405, 2521]",11,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_11.png,301.232860973,0.968594408273,"ALTERATION SHOPS

",True,286.703944849,False
308,"[2657, 2757]",12,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_12.png,16.4661049406,0.968594408273,"Classical Alterations 290 Westminster St Rm

",False,1.93718881655,True
309,"[2784, 2874]",13,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_13.png,127.854461892,0.968594408273,"708

",False,113.325545768,False
310,"[2894, 3013]",14,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_14.png,18.4032937572,0.968594408273,"ConnieAS Alteration Shop 607 Admiral St

",False,3.87437763309,False
311,"[3013, 3115]",15,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_15.png,20.3404825737,0.968594408273,"Miss Julie Alterations 334 Westminster St Rm

",False,5.81156644964,True
312,"[3122, 3232]",16,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_16.png,129.791650709,0.968594408273,"416

",False,115.262734584,False
313,"[3385, 3501]",17,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_17.png,307.044427422,0.968594408273,"ALUMINUM PRODUCTS

",True,292.515511298,False
314,"[3529, 3641]",18,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_18.png,450.396399847,0.968594408273,"DEALERS

",True,435.867483723,True
315,"[3779, 3877]",19,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_19.png,25.1834546151,0.968594408273,"Mount Pleasant Aluminum Prods Inc 292

",False,8.71734967445,True
316,"[3901, 4013]",20,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_20.png,133.666028342,0.968594408273,"Academy Av

",False,117.199923401,False
317,"[4015, 4115]",21,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_21.png,28.0892378399,0.968594408273,"National Exteriors Inc 161 Messer St'

",False,9.68594408273,False
318,"[4267, 4383]",22,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_22.png,310.918805056,0.968594408273,"ALUMINUM PRODUCTS

",True,292.515511298,False
319,"[4406, 4518]",23,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_23.png,454.27077748,0.968594408273,"MFRS

",True,433.930294906,True
320,"[4656, 4767]",24,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_24.png,28.0892378399,0.968594408273,"Built Rite Aluminum Ptoducts 43 Troy St

",False,2.90578322482,False
321,"[4774, 4896]",25,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_25.png,28.0892378399,0.968594408273,"Reynolds Metals Development Corp 1

",False,2.90578322482,True
322,"[4897, 5015]",26,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_26.png,136.571811566,0.968594408273,"Weybosset Hill 7th Fl

",False,111.388356951,False
323,"[5143, 5261]",27,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_27.png,316.730371505,0.968594408273,"AMBULANCE SERVICE

",True,291.54691689,False
324,"[5345, 5501]",28,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_28.png,31.963615473,0.968594408273,"ALLSTATE AMBULANCE SERVICE INC

",False,3.87437763309,True
325,"[5515, 5637]",29,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_29.png,242.148602068,0.968594408273,"57 Budlong Rd (Cranston; 02920), Tel

",False,214.059364228,True
326,"[5633, 5741]",30,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_30.png,243.117196476,0.968594408273,"944-4350 Branch Officez 7 Turner St,

",False,215.027958637,True
327,"[5755, 5868]",31,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_31.png,245.054385293,0.968594408273,"Warren, R I (02885), Tel 944-4350

",False,216.965147453,False
328,"[5871, 5977]",32,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_32.png,35.8379931061,0.968594408273,"EAST PROVIDENCE AMBULANCE CO

",False,7.74875526618,True
329,"[5991, 6101]",33,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_33.png,251.834546151,0.968594408273,"156 Warren Av (02914), Tel 434-3500

",False,223.745308311,False
330,"[6241, 6361]",34,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_34.png,321.573343547,0.968594408273,"AMUSEMENT COMPANIES

",True,289.609728074,False
331,"[6499, 6617]",35,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_35.png,35.8379931061,0.968594408273,"Games People Play 272 Thayer St

",False,3.87437763309,False
332,"[6749, 6867]",36,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_36.png,324.479126771,0.968594408273,"AMUSEMENT MACHINES-

",True,292.515511298,False
333,"[6887, 7003]",37,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_37.png,463.956721563,0.968594408273,"COIN OPERATED

",True,428.118728457,True
334,"[7135, 7255]",38,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_38.png,41.6495595557,0.968594408273,"Alexion Chris Music 189 High Service Av (N

",False,5.81156644964,True
335,"[7267, 7371]",39,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_39.png,152.069322099,0.968594408273,"Prov) .

",False,116.231328993,False
336,"[7439, 7627]",40,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_40.png,330.290693221,0.968594408273,"AMUSEMENT PLACES

",True,294.452700115,False
337,"[7649, 7865]",41,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_41.png,45.5239371888,0.968594408273,"Amaserarna 239 Wickenden St

",False,9.68594408273,False
338,"[7883, 7984]",42,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_42.png,47.4611260054,0.968594408273,"Cranston Ice Bowl 50 Harborside Dr

",False,11.6231328993,False
339,"[8001, 8103]",43,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_43.png,51.3355036385,0.968594408273,"Mount Pleasant Stadium 2 Rialto St

",False,15.4975105324,False
340,"[8111, 8223]",44,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_44.png,52.3040980467,0.968594408273,"Parente Amusement Co 44 Mc Arthur Dr (N

",False,10.654538491,True
341,"[8249, 8353]",45,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_45.png,161.755266182,0.968594408273,"Prov)

",False,120.105706626,False
342,"[8353, 8475]",46,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_46.png,53.272692455,0.968594408273,"Providence Hockey Club Inc 1 La Salle Sq

",False,11.6231328993,False
343,"[8476, 8599]",47,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_47.png,49.3983148219,0.968594408273,"Triggh Golf Course 1533 Chalkstone Av

",False,3.87437763309,False
344,"[8727, 8847]",48,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_48.png,339.976637304,0.968594408273,"ANIMAL HOSPITALS

",True,294.452700115,False
345,"[8969, 9101]",49,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_49.png,57.1470700881,0.968594408273,"Belinsky Animal Hospital Inc 1177 Elmwood

",False,11.6231328993,True
346,"[9113, 9202]",50,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_50.png,165.629643815,0.968594408273,"Av

",False,118.168517809,False
347,"[9351, 9469]",51,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_51.png,343.851014937,0.968594408273,"ANODIZING

",True,294.452700115,False
348,"[9605, 9708]",52,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_52.png,57.1470700881,0.968594408273,"Sta-Brite Inc 187 Public St

",False,7.74875526618,False
349,"[9721, 9839]",53,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_53.png,59.0842589046,0.968594408273,"Swiss Anodizing Corp 60 Curtis St

",False,9.68594408273,False
350,"[9968, 10093]",54,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_54.png,351.599770203,0.968594408273,"*ANSWERING SERVICE

",True,302.201455381,False
351,"[10331, 10454]",55,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_55.png,64.8958253543,0.968594408273,"BUSINESS SECRETARIAL EXCHANGE

",False,15.4975105324,True
352,"[10456, 10574]",56,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_56.png,277.986595174,0.968594408273,"INC 915 Industrial Bank Bldg 111

",False,220.839525086,True
353,"[10571, 10695]",57,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_57.png,277.986595174,0.968594408273,"Westminster St (02903), Tel 421-0154

",False,220.839525086,True
354,"[10695, 10808]",58,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_58.png,277.018000766,0.968594408273,"(See Index, To Advertisers)

",False,219.870930678,False
355,"[10929, 11173]",59,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_59.png,68.7702029874,0.968594408273,"CAPITOL ANSWERING SERVICE 1414
Atwood Av (Johnston; 02919), frel-

",False,11.6231328993,True
356,"[11165, 11295]",60,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_60.png,281.860972807,0.968594408273,"88148385 And 781-3848 (See 1116""

",False,224.713902719,True
357,"[11319, 11415]",61,test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_61.png,283.798161624,0.968594408273,"Advertisers)

",False,224.713902719,False
358,"[127, 263]",1,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_1.png,399.305630027,1.00076599004,"ANTIQUES-DEALERS AN D

",True,,False
359,"[255, 375]",2,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_2.png,544.416698583,1.00076599004,"RESTORERS

",True,145.111068556,True
360,"[511, 627]",3,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_3.png,102.078130984,1.00076599004,"Allen Beatrice Brabyn 130 Westminster St Rm

",False,-297.227499043,True
361,"[631, 721]",4,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_4.png,215.164687859,1.00076599004,"39

",False,113.086556875,False
362,"[748, 865]",5,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_5.png,101.077364994,1.00076599004,"Antique Corner 170 Wayland Av

",False,-1.00076599004,False
363,"[867, 979]",6,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_6.png,100.076599004,1.00076599004,"Antiques Unlimited 1039 Westminster St

",False,-1.00076599004,False
364,"[985, 1099]",7,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_7.png,100.076599004,1.00076599004,"Artiques & Antiques 424 Wickenden St

",False,0.0,False
365,"[1101, 1219]",8,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_8.png,103.078896974,1.00076599004,"B & M Antique Shop 112 Reservoir Av

",False,3.00229797013,False
366,"[1217, 1329]",9,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_9.png,102.078130984,1.00076599004,"Baker Cynthia D Mrs 85 Arnold St

",False,2.00153198008,False
367,"[1335, 1449]",10,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_10.png,98.0750670241,1.00076599004,"Cipolla & Gama 130 Westminster St Rm 51

",False,-2.00153198008,False
368,"[1453, 1573]",11,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_11.png,102.078130984,1.00076599004,"Enterprise Two Antiques 1407 Broad St

",False,4.00306396017,False
369,"[1569, 1687]",12,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_12.png,100.076599004,1.00076599004,"Esmeralda 257 Thayer St

",False,2.00153198008,False
370,"[1685, 1809]",13,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_13.png,100.076599004,1.00076599004,"Horn Of Plenty Antiques The Weybosset St

",False,2.00153198008,True
371,"[1803, 1895]",14,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_14.png,210.160857909,1.00076599004,"4th Fl

",False,112.085790885,False
372,"[1919, 2045]",15,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_15.png,90.0689391038,1.00076599004,"Joyner's Cy Antique Gallery 1025 Eddy St

",False,-8.00612792034,False
373,"[2039, 2151]",16,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_16.png,96.073535044,1.00076599004,"King Alice Y Associates 125 Benefit St

",False,6.00459594025,False
374,"[2155, 2280]",17,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_17.png,94.072003064,1.00076599004,"King'q Ransom Antiques 771 Hope St

",False,4.00306396017,False
375,"[2272, 2387]",18,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_18.png,92.0704710839,1.00076599004,"Kopecky Joan A 654 Plainfield St

",False,2.00153198008,False
376,"[2391, 2495]",19,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_19.png,92.0704710839,1.00076599004,"Lafleur Steven H 15 Exeter St

",False,2.00153198008,False
377,"[2509, 2625]",20,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_20.png,92.0704710839,1.00076599004,"Little Shop The 130 Westminster St Rm 11

",False,2.00153198008,False
378,"[2625, 2743]",21,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_21.png,86.0658751436,1.00076599004,"Old Vic-Antique Etc 167 Benefit St

",False,-4.00306396017,False
379,"[2747, 2865]",22,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_22.png,88.0674071237,1.00076599004,"Patty18 Antiques 1470 Broad St

",False,2.00153198008,False
380,"[2865, 2983]",23,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_23.png,88.0674071237,1.00076599004,"Phebe's Sampler 130 Westminster St Rm 32

",False,2.00153198008,False
381,"[2983, 3107]",24,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_24.png,86.0658751436,1.00076599004,"Rre-Ample Antiques 738 Hope St

",False,0.0,False
382,"[3099, 3221]",25,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_25.png,80.0612792034,1.00076599004,"Scrooge & Marley 271 Thajer St

",False,-6.00459594025,False
383,"[3217, 3341]",26,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_26.png,81.0620451934,1.00076599004,"Unusual Antiques 149 Camp St

",False,1.00076599004,False
384,"[3468, 3595]",27,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_27.png,370.283416316,1.00076599004,"APARTMENTS AN D TOWN

",True,290.222137112,False
385,"[3603, 3719]",28,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_28.png,514.393718882,1.00076599004,"HOUSES

",True,434.332439678,True
386,"[3853, 3971]",29,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_29.png,74.0566832631,1.00076599004,"Abbruzzi Apartment House 545 Potters Av

",False,-6.00459594025,False
387,"[3971, 4089]",30,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_30.png,72.055151283,1.00076599004,"Aberdeen Apartments 134 Benefit St

",False,-2.00153198008,False
388,"[4089, 4213]",31,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_31.png,74.0566832631,1.00076599004,"A1beranne Apartments 94 Medway St

",False,2.00153198008,False
389,"[4205, 4325]",32,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_32.png,72.055151283,1.00076599004,"Alden The Apts 88 Taft Av

",False,0.0,False
390,"[4323, 4443]",33,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_33.png,69.0528533129,1.00076599004,"Alumni East Apartments 9-11 Alumni Av

",False,-3.00229797013,False
391,"[4443, 4565]",34,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_34.png,68.0520873229,1.00076599004,"Angeli Apartments 201 Angell St

",False,-1.00076599004,False
392,"[4561, 4665]",35,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_35.png,68.0520873229,1.00076599004,"Annex The 695 Westminster St

",False,0.0,False
393,"[4677, 4780]",36,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_36.png,66.0505553428,1.00076599004,"Arches The 33*A Elmwood Av

",False,-2.00153198008,False
394,"[4797, 4921]",37,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_37.png,64.0490233627,1.00076599004,"ArmandSApartments 454 Broadway

",False,-2.00153198008,False
395,"[4913, 5029]",38,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_38.png,64.0490233627,1.00076599004,"Armen Realty 430 Pine St

",False,0.0,False
396,"[5030, 5147]",39,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_39.png,64.0490233627,1.00076599004,"Aster Arms Apartments 50 Jewett St

",False,0.0,False
397,"[5147, 5253]",40,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_40.png,64.0490233627,1.00076599004,"Athenaeum Row 257 Benefit St

",False,0.0,False
398,"[5263, 5388]",41,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_41.png,64.0490233627,1.00076599004,"Rannigan Court Apartments 209 Medway St

",False,0.0,False
399,"[5380, 5505]",42,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_42.png,64.0490233627,1.00076599004,"Barbara Apartments Inc 34 Mawney St-

",False,0.0,False
400,"[5497, 5624]",43,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_43.png,63.0482573727,1.00076599004,"Rarelay Apartments 131 Broadway -

",False,-1.00076599004,False
401,"[5616, 5743]",44,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_44.png,62.0474913826,1.00076599004,"Begkmor Apartments 1252 Douglds Av (N

",False,-1.00076599004,True
402,"[5735, 5843]",45,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_45.png,174.133282267,1.00076599004,"Prov)

",False,112.085790885,False
403,"[5852, 5971]",46,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_46.png,61.0467253926,1.00076599004,"Bellini Apts 347 Pine St

",False,-1.00076599004,False
404,"[5969, 6087]",47,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_47.png,60.0459594025,1.00076599004,"Bess Apartments 40 Sessions St

",False,-1.00076599004,False
405,"[6087, 6207]",48,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_48.png,60.0459594025,1.00076599004,"Beverly Court Apartments 381 Ives St'

",False,0.0,False
406,"[6207, 6313]",49,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_49.png,58.0444274224,1.00076599004,"Bilodeau Albert W 458 Pine St

",False,-2.00153198008,False
407,"[6323, 6443]",50,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_50.png,57.0436614324,1.00076599004,"Blackstone Apartments 522 Broad St

",False,-1.00076599004,False
408,"[6439, 6558]",51,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_51.png,56.0428954424,1.00076599004,"Blazar Sydney S 178 Ives St

",False,-1.00076599004,False
409,"[6557, 6679]",52,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_52.png,56.0428954424,1.00076599004,"Blazer Sydney S Apts 110 Benefit St

",False,0.0,False
410,"[6673, 6793]",53,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_53.png,54.0413634623,1.00076599004,"Bomes Edw Apartments 246 Gano St

",False,-2.00153198008,False
411,"[6789, 6899]",54,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_54.png,54.0413634623,1.00076599004,"Bomes Edw Associates 250 Gano St

",False,0.0,False
412,"[6911, 7019]",55,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_55.png,54.0413634623,1.00076599004,"Bradford House The 100 Atwells Av

",False,0.0,False
413,"[7021, 7141]",56,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_56.png,52.0398314822,1.00076599004,"Bridgham Block 1195 Westminster St

",False,-2.00153198008,False
414,"[7143, 7267]",57,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_57.png,51.0390654921,1.00076599004,"Rroadway Apartments 235 Broadway

",False,-1.00076599004,False
415,"[7259, 7378]",58,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_58.png,52.0398314822,1.00076599004,"Broadway Plaza 61 Gesler St

",False,1.00076599004,False
416,"[7377, 7502]",59,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_59.png,50.0382995021,1.00076599004,"Eromley Realty Co 101 Medway St

",False,-1.00076599004,False
417,"[7494, 7618]",60,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_60.png,50.0382995021,1.00076599004,"Brook Village 2080 Smith St (N Prov)

",False,0.0,False
418,"[7613, 7727]",61,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_61.png,50.0382995021,1.00076599004,"Brown Association For Cooperative Housing

",False,0.0,True
419,"[7719, 7833]",62,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_62.png,167.127920337,1.00076599004,"166 Waterman St

",False,117.089620835,False
420,"[7847, 7967]",63,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_63.png,24.018383761,1.00076599004,"Brownell Apartments 57 Brownell St

",False,-26.0199157411,False
421,"[7966, 8087]",64,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_64.png,48.036767522,1.00076599004,"Buena Vista Apartments 230 Butler Av

",False,24.018383761,False
422,"[8083, 8196]",65,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_65.png,45.0344695519,1.00076599004,"Businessmen's Guest House 120 Olney St

",False,21.0160857909,False
423,"[8188, 8321]",66,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_66.png,38.0291076216,1.00076599004,"c & 0 Building 162 Clifford St 1

",False,14.0107238606,False
424,"[8320, 8439]",67,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_67.png,38.0291076216,1.00076599004,"Cameo Apartments 1273 N Main St

",False,14.0107238606,False
425,"[8437, 8562]",68,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_68.png,34.0260436614,1.00076599004,"Capitol Stationery Apartments 258 Broad St

",False,10.0076599004,False
426,"[8554, 8675]",69,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_69.png,34.0260436614,1.00076599004,"Carol's Apartments 1390 Westminster St

",False,10.0076599004,False
427,"[8673, 8798]",70,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_70.png,34.0260436614,1.00076599004,"Qarriage House The 185 Hope St

",False,10.0076599004,False
428,"[8790, 8911]",71,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_71.png,32.0245116813,1.00076599004,"Carroll Joseph P Tower 243-Smith St

",False,8.00612792034,False
429,"[8907, 9032]",72,test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_72.png,32.0245116813,1.00076599004,"Qgthedral Square Apartments 5 Cathedral Sq

",False,0.0,False
