,File_List,Header,Text
445,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_77.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_78.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_79.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_80.png']",APPRAISERS,"GROSS G L Sr H J INC 1100 Turks Head Bldg, 76 Westminster St (02903) Tel 272-5400 (See Index To Advertisem)"
446,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_81.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_82.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_83.png']",APPRAISERS,JEROME APPRAISAL CO INC 290 Westminster Mall (02903) Tel 331-2000 (See Index To Advertisers)
447,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_84.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_85.png']",APPRAISERS,Jerome Appraisal Service 290 Westminster St Rm 201
448,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_86.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (3)_87.png']",APPRAISERS,Raleigh James C M A I 111 Westminster St Rm 908
449,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_2.png'],AQUARIUMS-PUBLIC,V B Aquarium 265 Union Av
450,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_4.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_5.png']",ARCHITECTS,Anderson Zane Architect Inc 128 N Main St Rm4
451,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_6.png'],ARCHITECTS,Architects Design Group The 1 Meeting St
452,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_7.png'],ARCHITECTS,Barreto Mauricio 68 S Main St 3d Fl
453,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_8.png'],ARCHITECTS,Bliss Randall W 229 Doyle Av
454,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_9.png'],ARCHITECTS,Buffum Wm P Jr 15 Meeting St
455,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_10.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_11.png']",ARCHITECTS,Cardarelli Richd J 1759 Mineral Spring Av(N Prov)
456,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_12.png'],ARCHITECTS,Castellucci Galli & Associates 223 Broadway
457,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_13.png'],ARCHITECTS,Cate Saml M 130 Westminster St Rm 48
458,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_14.png'],ARCHITECTS,Deacon COrp 187 Westminster St Rm 501
459,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_15.png'],ARCHITECTS,Di Benedetto Associates 316 Pocasset Av Rm 3
460,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_16.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_17.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_18.png']",ARCHITECTS,DI SAIA ASSOCIAT- ARCHITECTS 40 Fountain St Rm 705 (02903) Tel 401- 421-4687
461,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_19.png'],ARCHITECTS,East Side Associates 324 Angel) St
462,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_20.png'],ARCHITECTS,Ertel Michl L 130 Westminster St Rm 75
463,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_21.png'],ARCHITECTS,Fink Charles B 130 Westminster St Rm 52
464,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_22.png'],ARCHITECTS,Gilbert & Maloney 170 Rhodes St
465,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_23.png'],ARCHITECTS,Haynes Irving B Associates 12 Thomas St
466,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_24.png'],ARCHITECTS,Hill Robt E Archt 102 Waterman St Rm 14
467,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_25.png'],ARCHITECTS,Howe Raymond 18 Calla St
468,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_26.png'],ARCHITECTS,Interface Providence Inc 5 Steeple St Rm 201
469,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_27.png'],ARCHITECTS,Keden Harel 121 Lorirner Av
470,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_28.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_29.png']",ARCHITECTS,Kent-Cruise & Partners 187 Westminster St Rm 501
471,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_30.png'],ARCHITECTS,Keyes Associates 321 S Main St
472,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_31.png'],ARCHITECTS,Kolton Russell 73 Barnes St.
473,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_32.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_33.png']",ARCHITECTS,Koubanis Brandreth Associates 170 Westminster St Rm 216
474,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_34.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_35.png']",ARCHITECTS,Lambarghini & Pipka Architects 36 Kennedy Plaza Rm 517
475,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_36.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_37.png']",ARCHITECTS,Mallozzi America 8; Associates 170 Westminster St Rm 216
476,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_38.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_39.png']",ARCHITECTS,Mallozzi Associates 1270 Mineral Spring Av(N Prov)
477,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_40.png'],ARCHITECTS,Markoff Henry W 221 Waterman St
478,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_41.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_42.png']",ARCHITECTS,Matrumalo Vincent A 2108 Mineral Spring Av(N Prov)
479,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_43.png'],ARCHITECTS,Millman Lester J 217 Angell St
480,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_44.png'],ARCHITECTS,Providence Partnership-A Corp 25 Mill St
481,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_45.png'],ARCHITECTS,Quinlivan Pierik & Krause 107 Hope St
482,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_46.png'],ARCHITECTS,Rakatansky Ira Inc 15 Meeting St
483,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_47.png'],ARCHITECTS,Read Bruce C 1214 Arnold St
484,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_48.png'],ARCHITECTS,Robinson Green Beretta Corp The 2 John St
485,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_49.png'],ARCHITECTS,Russillo 81 Gaudet 357 Westminster St Rm 205
486,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_50.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_51.png']",ARCHITECTS,Sturges Daughn & Salisbury 101 Dyer St 4th Fl
487,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_52.png'],ARCHITECTS,Winsor David Smith 76 Dorrance St Rm 318
488,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_54.png'],ARMATURE RE-WINDING,General Armature Service 270 Pearl St
489,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_55.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_56.png']",ARMATURE RE-WINDING,L & G Armature & Son Inc 967 Westminster St
490,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_58.png'],ARMORED CAR SERVICE,
491,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_59.png'],ARMORED CAR SERVICE,Brink's Inc 14 Cargill St
492,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_60.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_61.png']",ARMORED CAR SERVICE,International Armored Co Service (Ofcs) 34 Dike St
493,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_63.png'],ARMORIES,Benefit Street Arsenal 176 Benefit St
494,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_65.png'],ART GALLERIES,Aaron Gallery 166 Wickenden St
495,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_66.png'],ART GALLERIES,Archie Art Gallery 118 N Main St
496,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_67.png'],ART GALLERIES,Art Is On The Hill 417 Atwells Av
497,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_68.png'],ART GALLERIES,Aysavowell 7 Thomas St
498,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_69.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_70.png']",ART GALLERIES,Benefit Street Gallery And Antiques 125 Benefit St
499,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_71.png'],ART GALLERIES,Cabral Jose Gallery 218 Wickenden St
500,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_72.png'],ART GALLERIES,Donald Thomas Gallery 263 S Main St
501,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_73.png'],ART GALLERIES,East St Center 10 East St
502,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_74.png'],ART GALLERIES,Graphics One 56 Pine St 3d Fl
503,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_75.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_76.png']",ART GALLERIES,Hill-Side Art 81 Frame Gallery 149 Atwells Av
504,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_77.png'],ART GALLERIES,Lenore Gray Gallery Inc 15 Meeting St
505,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_78.png'],ART GALLERIES,Macomber Art Studio 101 Richmond St
506,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_79.png'],ART GALLERIES,Tonoff Gallery 45 Peck St
507,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (1)_80.png'],ART GALLERIES,Wheeler Gallery 228 Angel) St
508,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_2.png'],ART GOODS,"Alert East Gallery ""725 Hope St"
509,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_3.png'],ART GOODS,Art Studios Inc The 17 Peck St
510,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_5.png'],ARTIFICIAL EYES,Rhode Island Artificial Eye Studio 47 Snow St
511,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_6.png'],ARTIFICIAL EYES,Smith Dwayne P 44 Washington St Rm 310
512,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_9.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_10.png']",ARTIFICIAL FLOWERS AND FRUIT DEALERS,Miss Irma's Flowers 81 Pottery Co 222 Academy Av
513,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_13.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_14.png']",ARTIFICIAL FLOWERS AND FRUIT MFRS,California Artificial Flower Co Inc 400 Reservoir Av
514,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_16.png'],ARTISTS,A J Q Products 385 Westminster St Rm 30
515,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_17.png'],ARTISTS,Ad Maker Serv 86 Weybosset St Rm 401
516,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_18.png'],ARTISTS,Allen Irene B Mrs 19 Mt Hope Av
517,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_19.png'],ARTISTS,Arita Akira 13 Pratt St
518,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_20.png'],ARTISTS,Arita Patricia Mrs 13 Pratt St
519,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_21.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_22.png']",ARTISTS,Art Center Studio 111 Westminster St Rm 2008
520,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_23.png'],ARTISTS,Artniks 139 Mathewson St Rm 609
521,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_24.png'],ARTISTS,Bainbridge Constance M 33 Benefit St
522,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_25.png'],ARTISTS,Barlow Steph B 283 Brook St
523,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_26.png'],ARTISTS,Bonanno Barbara 118 N Main St
524,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_27.png'],ARTISTS,Brooks Paul M 432 Benefit St
525,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_28.png'],ARTISTS,Butnik Saml 125 Waterman St Apt 102
526,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_29.png'],ARTISTS,Capuano Gabriel J 199 Williams St Apt 4
527,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_30.png'],ARTISTS,Conti Gino E 21 Planet St
528,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_31.png'],ARTISTS,Dagit Graphics 139 Mathewson St Rm 204
529,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_32.png'],ARTISTS,Day Martha B 88 Congdon St
530,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_33.png'],ARTISTS,De Quattro Richard L 135 Courtland St
531,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_34.png'],ARTISTS,Design II 36 Pratt St
532,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_35.png'],ARTISTS,Doyle Robt 51 Empire St Rm 518
533,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_36.png'],ARTISTS,Draznin Esther R 117 6th St
534,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_37.png'],ARTISTS,Farley James 51 Empire St Rm 518
535,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_38.png'],ARTISTS,Fleischner Richd H 128 N Main St Rm 34
536,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_39.png'],ARTISTS,Fontaine Jean F 141 Governor St Apt 1
537,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_40.png'],ARTISTS,Fontaine John H 214 Pleasant St
538,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_41.png'],ARTISTS,Gallagher Neil 118 N Main St
539,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_42.png'],ARTISTS,Gallery Black 385 Westminster St Rm 33
540,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_43.png'],ARTISTS,Germond Christina L 118 N Main St
541,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_44.png'],ARTISTS,Gordon Patricia Mrs 196 Taber Av
542,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_45.png'],ARTISTS,Hackett Bernadette 118 N Main St
543,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_46.png'],ARTISTS,Halit Hussein 48 N Court St
544,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_47.png'],ARTISTS,Henry Anne K Mrs 7 Thomas St
545,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_48.png'],ARTISTS,Ink Spot The 49 Weybosset St Rm 42
546,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_49.png'],ARTISTS,Itchkawich Herman I 5 Medway St
547,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_50.png'],ARTISTS,Jackson Diana H Mrs 11 Colonial Rd
548,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_51.png'],ARTISTS,Janello Anthony 55 Eddy St Rm 201
549,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_52.png'],ARTISTS,Keck Mary H Mrs 128 N Main St Rm 36
550,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_53.png'],ARTISTS,Kolton Raymond 5 Steeple St Rm 401
551,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_54.png'],ARTISTS,Laviniere Mark 118 N Main St
552,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_55.png'],ARTISTS,Levine Geo E 86 Weybosset St Rm 600
553,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_56.png'],ARTISTS,Loft Horizons 106 N Main St
554,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_57.png'],ARTISTS,Mahan Gwen Mrs 47 Farragut Av
555,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_58.png'],ARTISTS,Makara Danl 118 N Main St
556,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_59.png'],ARTISTS,Martiesian Paula M 14 Pratt St
557,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_60.png'],ARTISTS,Mays Maxwell 7 Thomas St
558,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_61.png'],ARTISTS,Mc Manus Malcolm 193 Power St
559,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_62.png'],ARTISTS,Meehan Bethiena C Mrs 2 Edison Av
560,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_63.png'],ARTISTS,Munson Marian F 52 Arnold St
561,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_64.png'],ARTISTS,Nalbandian Kamig 236 Pleasant St
562,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_65.png'],ARTISTS,Neilson Marcy 219 Doyle Av
563,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_66.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_67.png']",ARTISTS,New Jerusalem Arts 139 Mathewson St Rm
564,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_68.png'],ARTISTS,Nicholson Stephen L 8 Barnes St Apt 1b
565,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_69.png'],ARTISTS,Northern Lights 8 Parkside Rd
566,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_70.png'],ARTISTS,Owen Fiorenza Mrs 68 Barnes St
567,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_71.png'],ARTISTS,Power Sky 488 Public St
568,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_72.png'],ARTISTS,Previte Salvatore 97 Kimball St
569,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_73.png'],ARTISTS,Rocha David 118 N Main St
570,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_75.png']",ARTISTS,Roiff Herbert A & Co (Overflow) 170 Westminster St Rm 717
571,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_76.png'],ARTISTS,Rosenblatt Carole J Mrs 170 Brown St
572,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_77.png'],ARTISTS,Rowntree Peter A 40 E Transit St
573,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_78.png'],ARTISTS,Steinberg Janet Mrs 198 Olney St
574,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_79.png'],ARTISTS,Stop Design Inc 101 Transit St
575,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_80.png'],ARTISTS,Sues Gregory 118 N Main St
576,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_81.png'],ARTISTS,Taylor Mary 118 N Main St
577,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_82.png'],ARTISTS,Thornton Robt 0 118 N Main St
578,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_83.png'],ARTISTS,What Cheer Arts Ltd 128 N Main St Rm 36
579,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_84.png'],ARTISTS,Williams Adrienne P 73 Transit St
580,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (2)_85.png'],ARTISTS,Wyeth John A 828 Hope St
581,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_2.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_3.png']",ARTISTS-COMMERCIAL,A B Creative Workshop 17 Exchange St Rm 415
582,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_4.png'],ARTISTS-COMMERCIAL,Anthony Steph R 170 Westminster St Rm 411
583,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_5.png'],ARTISTS-COMMERCIAL,Balance Group 5 Steeple St Rm 301
584,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_6.png'],ARTISTS-COMMERCIAL,Barr Ted 145 Benefit St
585,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_7.png'],ARTISTS-COMMERCIAL,Berke A Norman 111 Westminster St Rm 421
586,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_8.png'],ARTISTS-COMMERCIAL,Carlson Peter B 86 Weybosset St Rm 304
587,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_9.png'],ARTISTS-COMMERCIAL,Carpenter Polly 118 N Main St
588,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_10.png'],ARTISTS-COMMERCIAL,Cooper Howard 118 N Main St
589,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_11.png'],ARTISTS-COMMERCIAL,Davis Michl E 24 S Angell St
590,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_12.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_13.png']",ARTISTS-COMMERCIAL,De Nardo Domenic S 111 Westminster St Rm 2008
591,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_14.png'],ARTISTS-COMMERCIAL,De Nunzio Louis A 105 Lauriston St
592,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_15.png'],ARTISTS-COMMERCIAL,Devries Peter B 118 N Main St
593,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_16.png'],ARTISTS-COMMERCIAL,Donahue Bruce W 27 Loveday St
594,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_17.png'],ARTISTS-COMMERCIAL,Gadzinski Eric 37 Linden St
595,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_18.png'],ARTISTS-COMMERCIAL,Gamache John 86 Weybosset St Rm 605
596,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_19.png'],ARTISTS-COMMERCIAL,Gingras Ernest A 130 Westminster St Rm 152 -
597,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_20.png'],ARTISTS-COMMERCIAL,Grabhic Communications Inc 39 Pike St- 2d F1
598,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_21.png'],ARTISTS-COMMERCIAL,Grabhic Workshop Inc 88 Dorrance St Rm 1
599,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_22.png'],ARTISTS-COMMERCIAL,Graphics 121 130 Westminster St Rm-ll U
600,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_23.png'],ARTISTS-COMMERCIAL,Gregory Milton R 86 Weybosset St Rm 604
601,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_24.png'],ARTISTS-COMMERCIAL,Helander Inc 128 N Main St Rm 40
602,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_25.png'],ARTISTS-COMMERCIAL,Holdsworth Joyce 165 Brown St
603,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_26.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_27.png']",ARTISTS-COMMERCIAL,Johnson Richd H 170 Westminster St Rm- 1017
604,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_28.png'],ARTISTS-COMMERCIAL,Katz Lori 393 Hope St
605,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_29.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_30.png']",ARTISTS-COMMERCIAL,Kendrick Dave Design 36 Kennedy Plaza Rm 406
606,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_31.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_32.png']",ARTISTS-COMMERCIAL,Lindblom Graphics Lab 111 Westminster St Rm 508
607,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_33.png'],ARTISTS-COMMERCIAL,Macaulay David A 100 Lloyd Av
608,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_34.png'],ARTISTS-COMMERCIAL,Maclean Geo H 419 Wayland Av
609,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_35.png'],ARTISTS-COMMERCIAL,Mc Guire Donald T 49 Weybosset St Rm 51
610,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_36.png'],ARTISTS-COMMERCIAL,Mello D A Co 267 Melrose St
611,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_37.png'],ARTISTS-COMMERCIAL,Morris Studios 111 Westminster St Rm 421
612,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_38.png'],ARTISTS-COMMERCIAL,Mussels Constance A 75 Governor St Apt 2
613,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_39.png'],ARTISTS-COMMERCIAL,Okerblom Wm A 86 Weybosset St Rm 412
614,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_40.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_41.png']",ARTISTS-COMMERCIAL,Patterson Art Service Inc 111 Westminster St Rm 1914
615,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_42.png'],ARTISTS-COMMERCIAL,Patzer Paul 36 Kennedy Plaza Rm 411
616,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_43.png'],ARTISTS-COMMERCIAL,Peckham Adele M Mrs 11 Brookside Av
617,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_44.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_45.png']",ARTISTS-COMMERCIAL,Roe Christopher Studio 170 Westminster St Rm 401
618,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_46.png'],ARTISTS-COMMERCIAL,Scherff Jon 88 Dorrance St Rm 5
619,['test/no_ads/margins_fixed/cropped/entry/1978_Page_54 (3)_47.png'],ARTISTS-COMMERCIAL,Studio 4 Inc 170 Westminster St Rm 603
