,Address - From Geocoder,Company_Name,Date_Added,File_List,Geocode Score,Header,Latitude,Longitude,Match Score,Query,Text
0,"146 Westminster St, Providence, RI",Challenge Advertising Inc,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_65.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_66.png']",100.0,ADVERTISING AGENCIES,41.823944855,-71.4110755544,90.0,146 WESTMINSTER ST PROVIDENCE,Challenge Advertising Inc 146 Westminster St Rm 206
0,"270 Elmwood Ave, Providence, RI",Fern Hanaway Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_73.png'],100.0,ADVERTISING AGENCIES,41.8053353865,-71.4251510747,100.0,270 ELMWOOD AVE PROVIDENCE,Fern Hanaway Inc 270 Elmwood Av
0,"12 Thomas St, Providence, RI",Finelli Raymond Associates,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_74.png'],100.0,ADVERTISING AGENCIES,41.8275598243,-71.4089569106,100.0,12 THOMAS ST PROVIDENCE,Finelli Raymond Associates 12 Thomas St
0,"81 S Angell St, Providence, RI",Herr J Robt Associates Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_80.png'],100.0,ADVERTISING AGENCIES,41.8294275329,-71.3850106058,100.0,81 S ANGELL ST PROVIDENCE,Herr J Robt Associates Inc 81 S Angell St
0,"290 Westminster St, Providence, RI",Jones D V Associates,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_84.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_85.png']",100.0,ADVERTISING AGENCIES,41.8221457662,-71.4135325811,90.0,290 WESTMINSTER ST PROVIDENCE,Jones D V Associates 290 Westminster St Rm 501
0,"12 Sheldon St, Providence, RI",Lawrence & Brooks Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_2.png'],100.0,ADVERTISIN G AGENCIES-CONTD,41.8198524884,-71.4007064406,100.0,12 SHELDON ST PROVIDENCE,Lawrence & Brooks Inc 12 Sheldon St
0,"566 S Main St, Providence, RI",Old Colony Advertising Co,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_9.png'],100.0,ADVERTISIN G AGENCIES-CONTD,41.8173199874,-71.40034277,100.0,566 S MAIN ST PROVIDENCE,Old Colony Advertising Co 566 S Main St
0,"141 Colonial Rd, Providence, RI",Plum Nelly Co,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_11.png'],100.0,ADVERTISIN G AGENCIES-CONTD,41.8473525779,-71.4029270207,100.0,141 COLONIAL RD PROVIDENCE,Plum Nelly Co 141 Colonial Rd
0,"76 Westminster St, Providence, RI",R J La Chance Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_15.png'],100.0,ADVERTISIN G AGENCIES-CONTD,41.8246366352,-71.4101271767,90.0,76 WESTMINSTER ST PROVIDENCE,R J La Chance Inc 76 Westminster St Rm 507
0,"42 10th St, Providence, RI",R K P Associates,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_16.png'],100.0,ADVERTISIN G AGENCIES-CONTD,41.854969014,-71.3983346923,100.0,42 10TH ST PROVIDENCE,R K P Associates 42 10th St
0,"220 India St, Providence, RI",Rhode Island Transit Advertising. Inc,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_17.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_18.png']",100.0,ADVERTISIN G AGENCIES-CONTD,41.8181017402,-71.3916029757,100.0,220 INDIA ST PROVIDENCE,Rhode Island Transit Advertising. Inc 220 India St
0,"146 Westminster St, Providence, RI",Rockwell Associates,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_19.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_20.png']",100.0,ADVERTISIN G AGENCIES-CONTD,41.823944855,-71.4110755544,90.0,146 WESTMINSTER ST PROVIDENCE,Rockwell Associates 146 Westminster St Rm 214
0,"290 Westminster St, Providence, RI",Ross-Simons Advertising Co,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_21.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_22.png']",100.0,ADVERTISIN G AGENCIES-CONTD,41.8221457662,-71.4135325811,90.0,290 WESTMINSTER ST PROVIDENCE,Ross-Simons Advertising Co 290 Westminster St Rm 712
0,"357 Westminster St, Providence, RI",Schift Arthur D Advertising,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_23.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_24.png']",100.0,ADVERTISIN G AGENCIES-CONTD,41.8215662609,-71.4146143693,91.0,357 WESTMINSTER ST PROVIDENCE,Schift Arthur D Advertising 357 Westminster St Rm306
0,"70 Harborside Blvd, Providence, RI",Spencer Bennett Nowak Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_25.png'],100.0,ADVERTISIN G AGENCIES-CONTD,41.7892462158,-71.3842414498,93.0,70 HARBORSIDE BLVD PROVIDENCE,Spencer Bennett Nowak Inc 70 Harborside Dr
0,"49 Weybosset St, Providence, RI",Stauch Vetromile Gilmore Inc,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_28.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_29.png']",100.0,ADVERTISIN G AGENCIES-CONTD,41.8239861259,-71.4098351324,90.0,49 WEYBOSSET ST PROVIDENCE,Stauch Vetromile Gilmore Inc 49 Weybosset St Rm 40
0,"296 Benefit St, Providence, RI",Streiker & Co,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_30.png'],100.0,ADVERTISIN G AGENCIES-CONTD,41.8242353557,-71.4054494901,100.0,296 BENEFIT ST PROVIDENCE,Streiker & Co 296 Benefit St
0,"2247 Mineral Spring Ave, North Providence, RI",Syneyenn Advertising,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_31.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_32.png']",100.0,ADVERTISIN G AGENCIES-CONTD,41.8581383198,-71.4838473497,98.0,2247 MINERAL SPRING AV NORTH PROVIDENCE,Syneyenn Advertising 2247 Mineral Spring Av(N Prov)
0,"339 Eddy St, Providence, RI",Today Inc Rear,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_36.png'],100.0,ADVERTISIN G AGENCIES-CONTD,41.8187319109,-71.4078771533,100.0,339 EDDY ST PROVIDENCE,Today Inc Rear 339 Eddy St
0,"220 India St, Providence, RI",Standish Johnson Co,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_45.png'],100.0,ADVERTISING-OUTDOOR,41.8181017402,-71.3916029757,100.0,220 INDIA ST PROVIDENCE,Standish Johnson Co 220 India St
0,"220 India St, Providence, RI",Such Co,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_46.png'],100.0,ADVERTISING-OUTDOOR,41.8181017402,-71.3916029757,100.0,220 INDIA ST PROVIDENCE,Such Co 220 India St
0,"62 Sprague St, Providence, RI",Adventure Specialties Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_56.png'],100.0,ADVERTISING SPECIALTIES,41.809571297,-71.4266319436,100.0,62 SPRAGUE ST PROVIDENCE,Adventure Specialties Inc 62 Sprague St
0,"289 Oak St, Providence, RI",Embassy Mfg Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_57.png'],100.0,ADVERTISING SPECIALTIES,41.8150972153,-71.4425400077,100.0,289 OAK ST PROVIDENCE,Embassy Mfg Inc 289 Oak St
0,"141 Carolina Ave, Providence, RI",Marquardt-Hudes Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_58.png'],100.0,ADVERTISING SPECIALTIES,41.7914760244,-71.3979001849,100.0,141 CAROLINA AVE PROVIDENCE,Marquardt-Hudes Inc 141 Carolina Av
0,"387 Charles St, Providence, RI",Joyce Card & Display Co,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_62.png'],100.0,ADVERTISING-WINDOW DISPLAY,41.8432449209,-71.4181263842,100.0,387 CHARLES ST PROVIDENCE,Joyce Card & Display Co 387 Charles St
0,"304 Lockwood St, Providence, RI",MUTUAL ENGINEERING SERVICE CO INC,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_67.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_68.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_69.png']",100.0,*AIR CONDITIONING CONTRACTORS,41.8143104807,-71.4186855448,100.0,304 LOCKWOOD ST PROVIDENCE,"MUTUAL ENGINEERING SERVICE CO INC 304 Lockwood St (02907), Tel 351-3900"
0,"663 Charles St, Providence, RI",Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_75.png'],100.0,AIR CONDITIONING EQUIPMENT AND SUPPLIES-SALES AND SERVICE,41.8547530468,-71.4205838154,100.0,663 CHARLES ST PROVIDENCE,Inc 663 Charles St
0,"343 Broad St, Providence, RI",Lutz Engineering Co Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_76.png'],100.0,AIR CONDITIONING EQUIPMENT AND SUPPLIES-SALES AND SERVICE,41.8139437655,-71.4215043144,100.0,343 BROAD ST PROVIDENCE,Lutz Engineering Co Inc 343 Broad St
0,"23 Bassett St, Providence, RI",Acme Alloy Co,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_10.png'],100.0,ALLOYS,41.8701012688,-71.4276318501,100.0,23 BASSETT ST PROVIDENCE,Acme Alloy Co 23 Bassett St
0,"290 Westminster St, Providence, RI",Classical Alterations,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_12.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_13.png']",100.0,ALTERATION SHOPS,41.8221457662,-71.4135325811,90.0,290 WESTMINSTER ST PROVIDENCE,Classical Alterations 290 Westminster St Rm 708
0,"607 Admiral St, Providence, RI",ConnieAS Alteration Shop,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_14.png'],100.0,ALTERATION SHOPS,41.8485583933,-71.4371934204,100.0,607 ADMIRAL ST PROVIDENCE,ConnieAS Alteration Shop 607 Admiral St
0,"334 Westminster St, Providence, RI",Miss Julie Alterations,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_15.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_16.png']",100.0,ALTERATION SHOPS,41.8217613375,-71.4141000717,90.0,334 WESTMINSTER ST PROVIDENCE,Miss Julie Alterations 334 Westminster St Rm 416
0,"292 Academy Ave, Providence, RI",Mount Pleasant Aluminum Prods Inc,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_19.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_20.png']",100.0,ALUMINUM PRODUCTS DEALERS,41.8328028823,-71.4445573324,100.0,292 ACADEMY AVE PROVIDENCE,Mount Pleasant Aluminum Prods Inc 292 Academy Av
0,"161 Messer St, Providence, RI",National Exteriors Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_21.png'],100.0,ALUMINUM PRODUCTS DEALERS,41.8109844722,-71.4354996975,100.0,161 MESSER ST PROVIDENCE,National Exteriors Inc 161 Messer St
0,"43 Troy St, Providence, RI",Built Rite Aluminum Ptoducts,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_24.png'],100.0,ALUMINUM PRODUCTS MFRS,41.8153474904,-71.4416055634,100.0,43 TROY ST PROVIDENCE,Built Rite Aluminum Ptoducts 43 Troy St
0,"272 Thayer St, Providence, RI",Games People Play,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_35.png'],100.0,AMUSEMENT COMPANIES,41.8292515766,-71.4008514185,100.0,272 THAYER ST PROVIDENCE,Games People Play 272 Thayer St
0,"189 High Service Ave, Providence, RI",Alexion Chris Music,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_38.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_39.png']",100.0,AMUSEMENT MACHINES- COIN OPERATED,41.8565020222,-71.4589529951,100.0,189 HIGH SERVICE AVE PROVIDENCE,Alexion Chris Music 189 High Service Av (N Prov) .
0,"239 Wickenden St, Providence, RI",Amaserarna,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_41.png'],100.0,AMUSEMENT PLACES,41.8194230025,-71.3984108983,100.0,239 WICKENDEN ST PROVIDENCE,Amaserarna 239 Wickenden St
0,"50 Harborside Blvd, Providence, RI",Cranston Ice Bowl,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_42.png'],100.0,AMUSEMENT PLACES,41.7896056621,-71.3837146487,93.0,50 HARBORSIDE BLVD PROVIDENCE,Cranston Ice Bowl 50 Harborside Dr
0,"2 Rialto St, Providence, RI",Mount Pleasant Stadium,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_43.png'],100.0,AMUSEMENT PLACES,41.8373887994,-71.45120649,100.0,2 RIALTO ST PROVIDENCE,Mount Pleasant Stadium 2 Rialto St
0,"44 Mcarthur Dr, North Providence, RI",Parente Amusement Co,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_44.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_45.png']",100.0,AMUSEMENT PLACES,41.8561752894,-71.4720977322,91.0,44 MCARTHUR DR NORTH PROVIDENCE,Parente Amusement Co 44 Mc Arthur Dr (N Prov)
0,"1 La Salle Dr, Providence, RI",Providence Hockey Club Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_46.png'],100.0,AMUSEMENT PLACES,41.8455742816,-71.4426933621,91.0,1 LA SALLE DR PROVIDENCE,Providence Hockey Club Inc 1 La Salle Sq
0,"1533 Chalkstone Ave, Providence, RI",Triggh Golf Course,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_47.png'],100.0,AMUSEMENT PLACES,41.8332241722,-71.4598972958,100.0,1533 CHALKSTONE AVE PROVIDENCE,Triggh Golf Course 1533 Chalkstone Av
0,"1177 Elmwood Ave, Providence, RI",Belinsky Animal Hospital Inc,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_49.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_50.png']",100.0,ANIMAL HOSPITALS,41.7795229729,-71.42048779,100.0,1177 ELMWOOD AVE PROVIDENCE,Belinsky Animal Hospital Inc 1177 Elmwood Av
0,"187 Public St, Providence, RI",Sta-Brite Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_52.png'],100.0,ANODIZING,41.8075059669,-71.4068021945,100.0,187 PUBLIC ST PROVIDENCE,Sta-Brite Inc 187 Public St
0,"60 Curtis St, Providence, RI",Swiss Anodizing Corp,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_53.png'],100.0,ANODIZING,41.8218031269,-71.4500691428,100.0,60 CURTIS ST PROVIDENCE,Swiss Anodizing Corp 60 Curtis St
0,"130 Westminster St, Providence, RI",Allen Beatrice Braby,2018-03-21,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_3.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_4.png']",100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8241160218,-71.4108375653,91.0,130 WESTMINSTER ST PROVIDENCE,Allen Beatrice Brabyn 130 Westminster St Rm 39
0,"170 Wayland Ave, Providence, RI",Antique Corner,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_5.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8283570428,-71.3885287839,100.0,170 WAYLAND AVE PROVIDENCE,Antique Corner 170 Wayland Av
0,"1039 Westminster St, Providence, RI",Antiques Unlimited,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_6.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8172665934,-71.4255389978,100.0,1039 WESTMINSTER ST PROVIDENCE,Antiques Unlimited 1039 Westminster St
0,"424 Wickenden St, Providence, RI",Artiques & Antiques,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_7.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8200817467,-71.3947132998,100.0,424 WICKENDEN ST PROVIDENCE,Artiques & Antiques 424 Wickenden St
0,"112 Reservoir Ave, Providence, RI",B & M Antique Shop,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_8.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.7932319768,-71.4271303796,100.0,112 RESERVOIR AVE PROVIDENCE,B & M Antique Shop 112 Reservoir Av
0,"85 Arnold St, Providence, RI",Baker Cynthia D Mrs,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_9.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8214781869,-71.3955902054,100.0,85 ARNOLD ST PROVIDENCE,Baker Cynthia D Mrs 85 Arnold St
0,"130 Westminster St, Providence, RI",Cipolla & Gama,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_10.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8241160218,-71.4108375653,91.0,130 WESTMINSTER ST PROVIDENCE,Cipolla & Gama 130 Westminster St Rm 51
0,"1407 Broad St, Providence, RI",Enterprise Two Antiques,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_11.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.7885974996,-71.4039167281,100.0,1407 BROAD ST PROVIDENCE,Enterprise Two Antiques 1407 Broad St
0,"257 Thayer St, Providence, RI",Esmeralda,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_12.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8288281002,-71.4006554487,100.0,257 THAYER ST PROVIDENCE,Esmeralda 257 Thayer St
0,"1025 Eddy St, Providence, RI",Joyner's Cy Antique Gallery,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_15.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.7993253266,-71.4057381276,100.0,1025 EDDY ST PROVIDENCE,Joyner's Cy Antique Gallery 1025 Eddy St
0,"125 Benefit St, Providence, RI",King Alice Y Associates,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_16.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8299390995,-71.4086270474,100.0,125 BENEFIT ST PROVIDENCE,King Alice Y Associates 125 Benefit St
0,"771 Hope St, Providence, RI",King'q Ransom Antiques,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_17.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8479193684,-71.3954765583,100.0,771 HOPE ST PROVIDENCE,King'q Ransom Antiques 771 Hope St
0,"654 Plainfield St, Providence, RI",Kopecky Joan A,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_18.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8123258512,-71.4605651825,100.0,654 PLAINFIELD ST PROVIDENCE,Kopecky Joan A 654 Plainfield St
0,"15 Exeter St, Providence, RI",Lafleur Steven H,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_19.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.847470397,-71.3976722429,100.0,15 EXETER ST PROVIDENCE,Lafleur Steven H 15 Exeter St
0,"130 Westminster St, Providence, RI",Little Shop The,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_20.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8241160218,-71.4108375653,91.0,130 WESTMINSTER ST PROVIDENCE,Little Shop The 130 Westminster St Rm 11
0,"167 Benefit St, Providence, RI",Old Vic-Antique Etc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_21.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8287329137,-71.4081966135,100.0,167 BENEFIT ST PROVIDENCE,Old Vic-Antique Etc 167 Benefit St
0,"1470 Broad St, Providence, RI",Antiques,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_22.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.7872876053,-71.4026310693,100.0,1470 BROAD ST PROVIDENCE,Patty18 Antiques 1470 Broad St
0,"130 Westminster St, Providence, RI",Phebe's Sampler,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_23.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8241160218,-71.4108375653,91.0,130 WESTMINSTER ST PROVIDENCE,Phebe's Sampler 130 Westminster St Rm 32
0,"738 Hope St, Providence, RI",Rre-Ample Antiques,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_24.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.8467931905,-71.396184714,100.0,738 HOPE ST PROVIDENCE,Rre-Ample Antiques 738 Hope St
0,"149 Camp St, Providence, RI",Unusual Antiques,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_26.png'],100.0,ANTIQUES-DEALERS AN D RESTORERS,41.842154402,-71.4027909702,100.0,149 CAMP ST PROVIDENCE,Unusual Antiques 149 Camp St
0,"545 Potters Ave, Providence, RI",Abbruzzi Apartment House,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_29.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8017494883,-71.4272717572,100.0,545 POTTERS AVE PROVIDENCE,Abbruzzi Apartment House 545 Potters Av
0,"134 Benefit St, Providence, RI",Aberdeen Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_30.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8296195263,-71.408668434,100.0,134 BENEFIT ST PROVIDENCE,Aberdeen Apartments 134 Benefit St
0,"94 Medway St, Providence, RI",beranne Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_31.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8292579376,-71.389310918,100.0,94 MEDWAY ST PROVIDENCE,A1beranne Apartments 94 Medway St
0,"88 Taft Ave, Providence, RI",Alden The Apts,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_32.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8659908244,-71.4480956023,100.0,88 TAFT AVE PROVIDENCE,Alden The Apts 88 Taft Av
0,"201 Angell St, Providence, RI",Angeli Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_34.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8281419358,-71.3996540658,100.0,201 ANGELL ST PROVIDENCE,Angeli Apartments 201 Angell St
0,"695 Westminster St, Providence, RI",Annex The,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_35.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8185974211,-71.4195417349,100.0,695 WESTMINSTER ST PROVIDENCE,Annex The 695 Westminster St
0,"454 Broadway, Providence, RI",ArmandSApartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_37.png'],89.04,APARTMENTS AN D TOWN HOUSES,41.818853549,-71.433169848,92.0,454 BROADWAY ST PROVIDENCE,ArmandSApartments 454 Broadway
0,"430 Pine St, Providence, RI",Armen Realty,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_38.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8136641936,-71.418372364,100.0,430 PINE ST PROVIDENCE,Armen Realty 430 Pine St
0,"50 Jewett St, Providence, RI",Aster Arms Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_39.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8318988409,-71.4192546378,100.0,50 JEWETT ST PROVIDENCE,Aster Arms Apartments 50 Jewett St
0,"257 Benefit St, Providence, RI",Athenaeum Row,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_40.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8257721144,-71.4065730226,100.0,257 BENEFIT ST PROVIDENCE,Athenaeum Row 257 Benefit St
0,"209 Medway St, Providence, RI",Rannigan Court Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_41.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8287136663,-71.3851893137,100.0,209 MEDWAY ST PROVIDENCE,Rannigan Court Apartments 209 Medway St
0,"34 Mawney St, Providence, RI",Barbara Apartments Inc,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_42.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8035730306,-71.4244819631,100.0,34 MAWNEY ST PROVIDENCE,Barbara Apartments Inc 34 Mawney St-
0,"131 Broadway, Providence, RI",Rarelay Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_43.png'],89.04,APARTMENTS AN D TOWN HOUSES,41.8216873398,-71.421597587,92.0,131 BROADWAY ST PROVIDENCE,Rarelay Apartments 131 Broadway -
0,"40 Sessions St, Providence, RI",Bess Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_47.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8412009251,-71.3955198976,100.0,40 SESSIONS ST PROVIDENCE,Bess Apartments 40 Sessions St
0,"381 Ives St, Providence, RI",Beverly Court Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_48.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8283862302,-71.3929120553,100.0,381 IVES ST PROVIDENCE,Beverly Court Apartments 381 Ives St
0,"458 Pine St, Providence, RI",Bilodeau Albert W,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_49.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8126703764,-71.4193031306,100.0,458 PINE ST PROVIDENCE,Bilodeau Albert W 458 Pine St
0,"522 Broad St, Providence, RI",Blackstone Apartments,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_50.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8098280694,-71.4209449924,100.0,522 BROAD ST PROVIDENCE,Blackstone Apartments 522 Broad St
0,"178 Ives St, Providence, RI",Blazar Sydney S,2018-03-21,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_51.png'],100.0,APARTMENTS AN D TOWN HOUSES,41.8231917187,-71.3922614253,100.0,178 IVES ST PROVIDENCE,Blazar Sydney S 178 Ives St
